Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201605,999,41740,C,San Diego-Carlsbad  CA ,254,254,81245,6,12,2312,5,15,2768,11,735,136662,231,231,75703,6,12,2312,5,15,2768,10,725,135608
201605,999,42020, ,San Luis Obispo-Paso Robles-Arroyo Grande  CA ,32,32,13054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201605,999,42200, ,Santa Maria-Santa Barbara  CA ,5,5,2450,0,0,0,0,0,0,0,0,0,5,5,2450,0,0,0,0,0,0,0,0,0
201605,999,42540, ,Scranton--Wilkes-Barre--Hazleton  PA ,7,7,1785,0,0,0,0,0,0,0,0,0,4,4,1111,0,0,0,0,0,0,0,0,0
201605,999,43100, ,Sheboygan  WI ,2,2,475,0,0,0,0,0,0,0,0,0,2,2,475,0,0,0,0,0,0,0,0,0
201605,999,43340, ,Shreveport-Bossier City  LA ,94,94,21182,0,0,0,0,0,0,0,0,0,64,64,15829,0,0,0,0,0,0,0,0,0
201605,999,43420, ,Sierra Vista-Douglas  AZ ,15,15,1650,0,0,0,0,0,0,2,10,965,14,14,1569,0,0,0,0,0,0,0,0,0
201605,999,43620, ,Sioux Falls  SD ,115,115,22529,0,0,0,0,0,0,16,435,45107,110,110,21747,0,0,0,0,0,0,16,435,45107
201605,999,44940,C,Sumter  SC ,23,23,3603,0,0,0,0,0,0,0,0,0,23,23,3603,0,0,0,0,0,0,0,0,0
201605,999,45300,C,Tampa-St. Petersburg-Clearwater  FL ,1153,1153,312096,7,14,1261,1,4,152,4,45,4796,1064,1064,291375,6,12,981,1,4,152,3,40,4413
201605,999,45460, ,Terre Haute  IN ,39,39,2450,1,2,164,1,3,159,1,5,553,37,37,2135,0,0,0,0,0,0,0,0,0
201605,999,45500, ,Texarkana  TX-AR ,5,5,722,0,0,0,0,0,0,0,0,0,1,1,145,0,0,0,0,0,0,0,0,0
201605,999,45820, ,Topeka  KS ,24,24,4635,0,0,0,0,0,0,0,0,0,19,19,3937,0,0,0,0,0,0,0,0,0
201605,999,46220, ,Tuscaloosa  AL ,42,42,11176,3,6,1325,0,0,0,0,0,0,42,42,11176,3,6,1325,0,0,0,0,0,0
201605,999,46520,C,Urban Honolulu  HI ,57,57,20778,0,0,0,0,0,0,0,0,0,57,57,20778,0,0,0,0,0,0,0,0,0
201605,999,46540, ,Utica-Rome  NY ,2,2,196,0,0,0,0,0,0,0,0,0,1,1,90,0,0,0,0,0,0,0,0,0
201605,999,46660, ,Valdosta  GA ,50,50,8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201605,999,47380, ,Waco  TX ,22,22,4806,4,8,500,0,0,0,0,0,0,22,22,4806,4,8,500,0,0,0,0,0,0
201605,999,47460, ,Walla Walla  WA ,11,11,2465,0,0,0,0,0,0,0,0,0,11,11,2465,0,0,0,0,0,0,0,0,0
201605,999,47940, ,Waterloo-Cedar Falls  IA ,12,12,2674,0,0,0,0,0,0,0,0,0,12,12,2674,0,0,0,0,0,0,0,0,0
201605,999,48060, ,Watertown-Fort Drum  NY ,14,14,1417,0,0,0,0,0,0,0,0,0,2,2,200,0,0,0,0,0,0,0,0,0
201605,999,48300, ,Wenatchee  WA ,48,48,10452,0,0,0,0,0,0,0,0,0,48,48,10452,0,0,0,0,0,0,0,0,0
201605,999,48540, ,Wheeling  WV-OH ,2,2,322,0,0,0,0,0,0,0,0,0,2,2,322,0,0,0,0,0,0,0,0,0
201605,999,48660, ,Wichita Falls  TX ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201605,999,48900, ,Wilmington  NC ,100,100,22801,5,10,991,1,3,225,1,40,2751,0,0,0,0,0,0,0,0,0,0,0,0
201605,999,49420, ,Yakima  WA ,37,37,10099,0,0,0,1,4,363,0,0,0,36,36,9873,0,0,0,1,4,363,0,0,0
201605,999,49740, ,Yuma  AZ ,76,76,10964,0,0,0,0,0,0,0,0,0,62,62,9740,0,0,0,0,0,0,0,0,0
Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201606,104,10580,C,Albany-Schenectady-Troy  NY ,123,123,31828,4,8,1063,6,22,1706,11,306,30531,95,95,25880,4,8,1063,6,22,1706,6,272,26402
201606,104,24020, ,Glens Falls  NY ,25,25,5364,0,0,0,0,0,0,6,48,1200,18,18,4791,0,0,0,0,0,0,6,48,1200
201606,106,10740,C,Albuquerque  NM ,223,223,45261,1,2,262,1,4,335,1,5,208,120,120,25912,1,2,262,0,0,0,0,0,0
201606,106,42140,C,Santa Fe  NM ,13,13,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,108,11100, ,Amarillo  TX ,59,59,15285,0,0,0,0,0,0,0,0,0,59,59,15285,0,0,0,0,0,0,0,0,0
201606,118,11540, ,Appleton  WI ,45,45,10415,4,8,894,0,0,0,8,92,5708,45,45,10415,4,8,894,0,0,0,8,92,5708
201606,118,36780, ,Oshkosh-Neenah  WI ,26,26,6977,2,4,505,0,0,0,0,0,0,26,26,6977,2,4,505,0,0,0,0,0,0
201606,120,11700, ,Asheville  NC ,173,173,41824,0,0,0,0,0,0,7,107,7756,71,71,13269,0,0,0,0,0,0,5,80,5136
201606,122,12020, ,Athens-Clarke County  GA ,42,42,9143,0,0,0,0,0,0,1,6,408,42,42,9143,0,0,0,0,0,0,1,6,408
201606,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,2141,2141,474790,2,4,589,0,0,0,39,2096,259473,2051,2051,451754,2,4,589,0,0,0,36,2050,255240
201606,122,23580, ,Gainesville  GA ,61,61,9241,0,0,0,0,0,0,0,0,0,61,61,9241,0,0,0,0,0,0,0,0,0
201606,140,13460, ,Bend-Redmond  OR ,148,148,37043,1,2,270,1,3,900,1,5,410,125,125,31681,1,2,270,1,3,900,0,0,0
201606,142,13820,C,Birmingham-Hoover  AL ,219,219,49210,0,0,0,0,0,0,2,77,6355,113,113,25205,0,0,0,0,0,0,0,0,0
201606,144,14020,C,Bloomington  IN ,34,34,8064,0,0,0,0,0,0,1,8,863,5,5,981,0,0,0,0,0,0,0,0,0
201606,145,14010, ,Bloomington  IL ,21,21,2812,0,0,0,0,0,0,1,12,2000,21,21,2812,0,0,0,0,0,0,1,12,2000
201606,146,14100,C,Bloomsburg-Berwick  PA ,10,10,2010,0,0,0,0,0,0,3,17,1382,3,3,689,0,0,0,0,0,0,2,12,600
201606,147,14260,C,Boise City  ID ,487,487,114281,1,2,250,7,28,1138,4,55,5919,396,396,97402,1,2,250,7,28,1138,4,55,5919
201606,148,12700, ,Barnstable Town  MA ,7,7,3125,0,0,0,0,0,0,0,0,0,7,7,3125,0,0,0,0,0,0,0,0,0
201606,148,14460,C,Boston-Cambridge-Newton  MA-NH ,559,559,155081,20,40,6631,8,29,4307,26,411,82001,328,328,88193,12,24,4509,6,22,3364,7,270,64432
201606,148,31700, ,Manchester-Nashua  NH ,46,46,8835,3,6,803,0,0,0,1,10,1346,33,33,5790,3,6,803,0,0,0,0,0,0
201606,148,39300,C,Providence-Warwick  RI-MA ,154,154,31402,2,4,616,1,3,525,13,237,24213,93,93,20448,0,0,0,0,0,0,13,237,24213
201606,148,49340, ,Worcester  MA-CT ,18,18,3597,0,0,0,0,0,0,0,0,0,10,10,2018,0,0,0,0,0,0,0,0,0
201606,150,14540, ,Bowling Green  KY ,60,60,13671,0,0,0,1,3,80,6,98,2250,60,60,13671,0,0,0,1,3,80,6,98,2250
201606,154,15180, ,Brownsville-Harlingen  TX ,86,86,8110,1,2,115,3,10,476,0,0,0,85,85,7948,1,2,115,3,10,476,0,0,0
201606,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,75,75,19727,1,2,385,1,3,160,6,75,9056,45,45,12478,1,2,385,1,3,160,4,44,5460
201606,162,15980,C,Cape Coral-Fort Myers  FL ,465,465,110516,4,8,772,7,28,3809,7,43,5811,465,465,110516,4,8,772,7,28,3809,7,43,5811
201606,162,34940, ,Naples-Immokalee-Marco Island  FL ,229,229,47955,1,2,260,12,47,11083,2,20,2575,229,229,47955,1,2,260,12,47,11083,2,20,2575
201606,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,168,16300, ,Cedar Rapids  IA ,56,56,7191,8,16,1323,1,3,307,0,0,0,53,53,6319,8,16,1323,1,3,307,0,0,0
201606,168,26980, ,Iowa City  IA ,24,24,5945,0,0,0,0,0,0,5,197,23402,22,22,5670,0,0,0,0,0,0,5,197,23402
201606,170,16620, ,Charleston  WV ,6,6,1065,1,2,265,1,3,205,1,12,754,0,0,0,0,0,0,0,0,0,0,0,0
201606,170,26580, ,Huntington-Ashland  WV-KY-OH ,9,9,1593,0,0,0,1,4,80,0,0,0,7,7,1447,0,0,0,1,4,80,0,0,0
201606,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1527,1527,356145,0,0,0,0,0,0,4,67,6477,1418,1418,326368,0,0,0,0,0,0,1,24,2408
201606,174,16860, ,Chattanooga  TN-GA ,131,131,23336,2,4,272,0,0,0,1,13,985,84,84,14190,2,4,272,0,0,0,0,0,0
201606,174,17420, ,Cleveland  TN ,19,19,4741,0,0,0,0,0,0,0,0,0,3,3,1859,0,0,0,0,0,0,0,0,0
201606,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,790,790,221687,10,20,3489,13,42,7294,16,144,19272,692,692,192855,8,16,2905,12,39,7081,12,105,15585
201606,176,28100, ,Kankakee  IL ,2,2,632,0,0,0,0,0,0,0,0,0,2,2,632,0,0,0,0,0,0,0,0,0
201606,176,33140, ,Michigan City-La Porte  IN ,9,9,1512,0,0,0,0,0,0,0,0,0,9,9,1512,0,0,0,0,0,0,0,0,0
201606,178,17140, ,Cincinnati  OH-KY-IN ,435,435,100329,1,2,246,4,14,1254,5,113,8403,372,372,83999,1,2,246,3,10,738,5,113,8403
201606,184,10420, ,Akron  OH ,66,66,16765,0,0,0,0,0,0,1,14,1321,65,65,16499,0,0,0,0,0,0,0,0,0
201606,184,15940, ,Canton-Massillon  OH ,31,31,7602,0,0,0,0,0,0,1,5,384,26,26,7019,0,0,0,0,0,0,0,0,0
201606,184,17460, ,Cleveland-Elyria  OH ,254,254,64873,4,8,268,1,3,168,0,0,0,161,161,48522,0,0,0,0,0,0,0,0,0
201606,190,17860,C,Columbia  MO ,109,109,24495,1,2,406,0,0,0,2,16,2350,109,109,24495,1,2,406,0,0,0,2,16,2350
201606,192,17900,C,Columbia  SC ,356,356,67355,2,4,450,0,0,0,4,72,4547,39,39,5871,0,0,0,0,0,0,0,0,0
201606,194,12220, ,Auburn-Opelika  AL ,88,88,24697,0,0,0,0,0,0,1,8,760,39,39,9378,0,0,0,0,0,0,1,8,760
201606,194,17980, ,Columbus  GA-AL ,69,69,14880,0,0,0,0,0,0,2,29,2745,32,32,7588,0,0,0,0,0,0,0,0,0
201606,198,18140, ,Columbus  OH ,405,405,106728,0,0,0,1,4,180,9,201,20198,357,357,95086,0,0,0,1,4,180,9,201,20198
201606,204,18580, ,Corpus Christi  TX ,105,105,19164,0,0,0,0,0,0,0,0,0,100,100,18290,0,0,0,0,0,0,0,0,0
201606,206,19100, ,Dallas-Fort Worth-Arlington  TX ,3091,3091,869380,15,30,3082,1,4,503,50,1807,172323,2608,2608,738301,15,30,3082,1,4,503,49,1801,171763
201606,209,19340, ,Davenport-Moline-Rock Island  IA-IL ,38,38,9685,0,0,0,0,0,0,0,0,0,18,18,4484,0,0,0,0,0,0,0,0,0
201606,212,19380, ,Dayton  OH ,86,86,25869,0,0,0,0,0,0,18,264,43404,52,52,18414,0,0,0,0,0,0,18,264,43404
201606,212,44220, ,Springfield  OH ,4,4,531,0,0,0,0,0,0,0,0,0,4,4,531,0,0,0,0,0,0,0,0,0
201606,216,14500, ,Boulder  CO ,67,67,23447,2,4,657,0,0,0,6,145,21432,17,17,7794,0,0,0,0,0,0,4,130,19308
201606,216,19740, ,Denver-Aurora-Lakewood  CO ,914,914,259890,0,0,0,0,0,0,14,375,74965,736,736,205689,0,0,0,0,0,0,12,360,73481
201606,216,24540, ,Greeley  CO ,176,176,45558,0,0,0,2,6,1510,11,74,8657,136,136,33739,0,0,0,1,3,461,10,68,7641
201606,218,11180, ,Ames  IA ,6,6,2035,0,0,0,0,0,0,0,0,0,6,6,2035,0,0,0,0,0,0,0,0,0
201606,218,19780, ,Des Moines-West Des Moines  IA ,430,430,112856,1,2,270,0,0,0,1,72,6709,415,415,108480,1,2,270,0,0,0,1,72,6709
201606,220,11460, ,Ann Arbor  MI ,22,22,4854,0,0,0,0,0,0,0,0,0,8,8,1098,0,0,0,0,0,0,0,0,0
201606,220,19820, ,Detroit-Warren-Dearborn  MI ,635,635,174102,31,62,3897,10,33,5005,2,11,1377,548,548,149824,30,60,3518,8,26,4110,1,6,811
201606,220,22420, ,Flint  MI ,13,13,3083,0,0,0,0,0,0,0,0,0,13,13,3083,0,0,0,0,0,0,0,0,0
201606,220,33780, ,Monroe  MI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,222,20020, ,Dothan  AL ,17,17,4678,0,0,0,0,0,0,0,0,0,15,15,4414,0,0,0,0,0,0,0,0,0
201606,232,20740, ,Eau Claire  WI ,38,38,10466,3,6,692,0,0,0,1,5,267,34,34,9688,3,6,692,0,0,0,0,0,0
201606,236,21300, ,Elmira  NY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,238,21340,C,El Paso  TX ,263,263,41931,2,4,325,1,3,300,11,161,16326,29,29,2971,0,0,0,0,0,0,0,0,0
201606,238,29740,C,Las Cruces  NM ,65,65,12527,1,2,314,1,4,707,0,0,0,22,22,4385,0,0,0,0,0,0,0,0,0
201606,240,21500, ,Erie  PA ,10,10,1707,0,0,0,0,0,0,0,0,0,9,9,1531,0,0,0,0,0,0,0,0,0
201606,244,22020, ,Fargo  ND-MN ,139,139,37175,5,10,568,8,31,4340,0,0,0,132,132,35453,5,10,568,8,31,4340,0,0,0
201606,246,22180,C,Fayetteville  NC ,56,56,10588,0,0,0,0,0,0,0,0,0,55,55,10275,0,0,0,0,0,0,0,0,0
201606,258,23060, ,Fort Wayne  IN ,110,110,27759,17,34,2452,0,0,0,0,0,0,110,110,27759,17,34,2452,0,0,0,0,0,0
201606,260,23420,C,Fresno  CA ,232,232,63355,0,0,0,0,0,0,0,0,0,218,218,61212,0,0,0,0,0,0,0,0,0
201606,260,31460, ,Madera  CA ,34,34,3478,0,0,0,0,0,0,0,0,0,34,34,3478,0,0,0,0,0,0,0,0,0
201606,264,23540, ,Gainesville  FL ,32,32,4859,0,0,0,0,0,0,2,24,1470,25,25,4068,0,0,0,0,0,0,0,0,0
201606,266,24340, ,Grand Rapids-Wyoming  MI ,167,167,42235,4,8,989,2,8,400,28,449,37961,125,125,34734,1,2,363,2,8,400,24,402,35128
201606,266,34740, ,Muskegon  MI ,4,4,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,267,24580, ,Green Bay  WI ,68,68,13310,1,2,414,1,4,600,5,58,3854,38,38,7829,1,2,414,1,4,600,3,48,3000
201606,268,15500, ,Burlington  NC ,51,51,7209,0,0,0,0,0,0,1,24,405,51,51,7209,0,0,0,0,0,0,1,24,405
201606,268,24660,C,Greensboro-High Point  NC ,170,170,48602,0,0,0,0,0,0,6,192,24918,141,141,41861,0,0,0,0,0,0,5,177,23352
201606,268,49180, ,Winston-Salem  NC ,89,89,17839,0,0,0,0,0,0,2,203,15313,89,89,17839,0,0,0,0,0,0,2,203,15313
201606,273,24860, ,Greenville-Anderson-Mauldin  SC ,410,410,101978,0,0,0,0,0,0,11,266,4146,399,399,99973,0,0,0,0,0,0,10,250,2582
201606,273,43900, ,Spartanburg  SC ,173,173,31936,0,0,0,0,0,0,0,0,0,173,173,31936,0,0,0,0,0,0,0,0,0
201606,274,24780, ,Greenville  NC ,24,24,3365,0,0,0,0,0,0,0,0,0,24,24,3365,0,0,0,0,0,0,0,0,0
201606,276,23900,C,Gettysburg  PA ,39,39,20922,0,0,0,0,0,0,0,0,0,39,39,20922,0,0,0,0,0,0,0,0,0
201606,276,25420,C,Harrisburg-Carlisle  PA ,126,126,26019,0,0,0,0,0,0,2,10,551,69,69,12641,0,0,0,0,0,0,0,0,0
201606,276,30140, ,Lebanon  PA ,15,15,2617,0,0,0,0,0,0,0,0,0,15,15,2617,0,0,0,0,0,0,0,0,0
201606,276,49620, ,York-Hanover  PA ,20,20,3389,1,2,392,0,0,0,0,0,0,20,20,3389,1,2,392,0,0,0,0,0,0
201606,277,25500,C,Harrisonburg  VA ,45,45,8256,0,0,0,0,0,0,0,0,0,45,45,8256,0,0,0,0,0,0,0,0,0
201606,277,44420, ,Staunton-Waynesboro  VA ,15,15,3665,0,0,0,0,0,0,0,0,0,15,15,3665,0,0,0,0,0,0,0,0,0
201606,278,25540,C,Hartford-West Hartford-East Hartford  CT ,84,84,16508,6,12,1710,0,0,0,9,75,6716,72,72,13948,6,12,1710,0,0,0,6,60,5544
201606,278,35980, ,Norwich-New London  CT ,12,12,2500,8,16,2336,0,0,0,0,0,0,8,8,1838,8,16,2336,0,0,0,0,0,0
201606,280,25860, ,Hickory-Lenoir-Morganton  NC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,284,26300, ,Hot Springs  AR ,2,2,324,0,0,0,0,0,0,0,0,0,2,2,324,0,0,0,0,0,0,0,0,0
201606,288,26420, ,Houston-The Woodlands-Sugar Land  TX ,3386,3386,626392,12,24,3535,0,0,0,28,1176,117910,2197,2197,456727,11,22,3243,0,0,0,23,1109,113537
201606,290,19460, ,Decatur  AL ,19,19,2928,0,0,0,0,0,0,0,0,0,16,16,2365,0,0,0,0,0,0,0,0,0
201606,290,26620,C,Huntsville  AL ,219,219,34111,0,0,0,0,0,0,1,36,324,218,218,33985,0,0,0,0,0,0,1,36,324
201606,292,26820, ,Idaho Falls  ID ,91,91,20172,0,0,0,0,0,0,0,0,0,91,91,20172,0,0,0,0,0,0,0,0,0
201606,294,18020, ,Columbus  IN ,12,12,3977,0,0,0,0,0,0,0,0,0,12,12,3977,0,0,0,0,0,0,0,0,0
201606,294,26900, ,Indianapolis-Carmel-Anderson  IN ,561,561,175582,17,34,5521,1,3,300,2,19,2051,487,487,153631,17,34,5521,0,0,0,0,0,0
201606,294,34620, ,Muncie  IN ,2,2,392,0,0,0,0,0,0,0,0,0,2,2,392,0,0,0,0,0,0,0,0,0
201606,296,27060, ,Ithaca  NY ,5,5,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,297,27180, ,Jackson  TN ,8,8,1685,0,0,0,0,0,0,0,0,0,8,8,1685,0,0,0,0,0,0,0,0,0
201606,298,27140, ,Jackson  MS ,159,159,35777,0,0,0,0,0,0,0,0,0,127,127,28587,0,0,0,0,0,0,0,0,0
201606,300,27260,C,Jacksonville  FL ,767,767,179371,7,14,1859,2,8,1731,9,261,26734,734,734,171468,7,14,1859,2,8,1731,9,261,26734
201606,304,27740, ,Johnson City  TN ,6,6,1143,0,0,0,0,0,0,4,28,1864,6,6,1143,0,0,0,0,0,0,4,28,1864
201606,304,28700, ,Kingsport-Bristol-Bristol  TN-VA ,1,1,115,0,0,0,0,0,0,0,0,0,1,1,115,0,0,0,0,0,0,0,0,0
201606,306,27780, ,Johnstown  PA ,2,2,600,0,0,0,0,0,0,0,0,0,2,2,600,0,0,0,0,0,0,0,0,0
201606,308,27860, ,Jonesboro  AR ,26,26,4947,2,4,332,0,0,0,10,240,17531,26,26,4947,2,4,332,0,0,0,10,240,17531
201606,309,27900, ,Joplin  MO ,14,14,2110,0,0,0,0,0,0,0,0,0,14,14,2110,0,0,0,0,0,0,0,0,0
201606,310,12980, ,Battle Creek  MI ,1,1,228,0,0,0,0,0,0,0,0,0,1,1,228,0,0,0,0,0,0,0,0,0
201606,310,28020, ,Kalamazoo-Portage  MI ,12,12,4236,0,0,0,0,0,0,0,0,0,8,8,2904,0,0,0,0,0,0,0,0,0
201606,312,28140, ,Kansas City  MO-KS ,575,575,152909,4,8,815,26,104,8839,4,353,43877,472,472,118946,4,8,815,24,96,7660,2,333,42025
201606,312,29940, ,Lawrence  KS ,28,28,5722,0,0,0,0,0,0,0,0,0,28,28,5722,0,0,0,0,0,0,0,0,0
201606,312,41140, ,St. Joseph  MO-KS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,314,28940, ,Knoxville  TN ,227,227,47962,0,0,0,0,0,0,1,18,1184,189,189,39806,0,0,0,0,0,0,0,0,0
201606,316,29020, ,Kokomo  IN ,1,1,140,1,2,160,0,0,0,0,0,0,1,1,140,1,2,160,0,0,0,0,0,0
201606,318,29180, ,Lafayette  LA ,172,172,36857,0,0,0,0,0,0,1,36,2629,44,44,9243,0,0,0,0,0,0,0,0,0
201606,320,29200, ,Lafayette-West Lafayette  IN ,48,48,10829,2,4,720,0,0,0,0,0,0,5,5,1230,0,0,0,0,0,0,0,0,0
201606,324,29340, ,Lake Charles  LA ,56,56,11905,0,0,0,0,0,0,15,268,19800,17,17,3641,0,0,0,0,0,0,15,268,19800
201606,330,29620, ,Lansing-East Lansing  MI ,21,21,5352,0,0,0,0,0,0,1,5,330,17,17,4875,0,0,0,0,0,0,0,0,0
201606,332,29420, ,Lake Havasu City-Kingman  AZ ,69,69,13416,0,0,0,0,0,0,0,0,0,69,69,13416,0,0,0,0,0,0,0,0,0
201606,332,29820,C,Las Vegas-Henderson-Paradise  NV ,991,991,189357,0,0,0,0,0,0,19,277,14237,991,991,189357,0,0,0,0,0,0,19,277,14237
201606,336,30460,C,Lexington-Fayette  KY ,138,138,24003,0,0,0,1,3,378,18,353,22874,64,64,12961,0,0,0,0,0,0,15,295,19553
201606,338,30620, ,Lima  OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,339,30700, ,Lincoln  NE ,116,116,25008,0,0,0,0,0,0,4,108,11394,4,4,1260,0,0,0,0,0,0,0,0,0
201606,340,30780, ,Little Rock-North Little Rock-Conway  AR ,155,155,28741,2,4,291,0,0,0,0,0,0,130,130,26302,2,4,291,0,0,0,0,0,0
201606,340,38220, ,Pine Bluff  AR ,1,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,346,30980, ,Longview  TX ,10,10,2087,0,0,0,0,0,0,0,0,0,10,10,2087,0,0,0,0,0,0,0,0,0
201606,348,31080,C,Los Angeles-Long Beach-Anaheim  CA ,1023,1023,361114,38,76,15133,8,25,4902,44,1389,215268,869,869,303573,36,72,14130,7,22,4772,33,1171,180654
201606,348,37100, ,Oxnard-Thousand Oaks-Ventura  CA ,32,32,7123,2,4,321,1,3,476,2,39,4602,22,22,4629,2,4,321,0,0,0,0,0,0
201606,348,40140, ,Riverside-San Bernardino-Ontario  CA ,845,845,218978,0,0,0,0,0,0,21,149,16911,684,684,191154,0,0,0,0,0,0,19,135,15722
201606,350,21060, ,Elizabethtown-Fort Knox  KY ,29,29,4766,2,4,349,0,0,0,8,40,1207,29,29,4766,2,4,349,0,0,0,8,40,1207
201606,350,31140, ,Louisville-Jefferson County  KY-IN ,281,281,61933,1,2,209,1,4,111,6,90,7342,143,143,31803,0,0,0,0,0,0,0,0,0
201606,352,31180, ,Lubbock  TX ,100,100,25068,2,4,333,0,0,0,15,216,20911,8,8,1632,0,0,0,0,0,0,10,144,16000
201606,356,31420, ,Macon-Bibb County  GA ,17,17,3319,0,0,0,0,0,0,0,0,0,17,17,3319,0,0,0,0,0,0,0,0,0
201606,356,47580, ,Warner Robins  GA ,55,55,11161,0,0,0,0,0,0,0,0,0,55,55,11161,0,0,0,0,0,0,0,0,0
201606,357,27500, ,Janesville-Beloit  WI ,32,32,8132,2,4,400,0,0,0,0,0,0,32,32,8132,2,4,400,0,0,0,0,0,0
201606,357,31540, ,Madison  WI ,150,150,40832,5,10,1903,3,9,1139,7,284,47112,137,137,36720,3,6,1387,0,0,0,6,262,45100
201606,358,31740, ,Manhattan  KS ,29,29,8341,0,0,0,0,0,0,0,0,0,29,29,8341,0,0,0,0,0,0,0,0,0
201606,359,31860, ,Mankato-North Mankato  MN ,12,12,2240,0,0,0,4,15,1194,1,26,2029,0,0,0,0,0,0,0,0,0,0,0,0
201606,365,32580,C,McAllen-Edinburg-Mission  TX ,235,235,37589,2,4,310,13,52,2063,5,311,29114,213,213,33608,2,4,310,13,52,2063,5,311,29114
201606,366,32780, ,Medford  OR ,51,51,13169,1,2,345,1,4,773,1,18,2046,51,51,13169,1,2,345,1,4,773,1,18,2046
201606,368,32820, ,Memphis  TN-MS-AR ,303,303,61374,0,0,0,0,0,0,1,18,1864,257,257,52762,0,0,0,0,0,0,1,18,1864
201606,370,33100, ,Miami-Fort Lauderdale-West Palm Beach  FL ,561,561,180954,4,8,1305,2,7,1487,19,350,134938,494,494,152191,4,8,1305,1,4,973,10,162,102013
201606,370,38940, ,Port St. Lucie  FL ,131,131,29125,6,12,1794,0,0,0,3,24,6561,131,131,29125,6,12,1794,0,0,0,3,24,6561
201606,370,42680, ,Sebastian-Vero Beach  FL ,69,69,26438,0,0,0,0,0,0,0,0,0,69,69,26438,0,0,0,0,0,0,0,0,0
201606,372,33260, ,Midland  TX ,82,82,13693,0,0,0,0,0,0,0,0,0,82,82,13693,0,0,0,0,0,0,0,0,0
201606,372,36220,C,Odessa  TX ,48,48,10240,0,0,0,0,0,0,1,12,934,0,0,0,0,0,0,0,0,0,0,0,0
201606,376,33340,C,Milwaukee-Waukesha-West Allis  WI ,157,157,49698,2,4,540,0,0,0,7,250,16901,114,114,36357,1,2,250,0,0,0,3,209,12795
201606,376,39540, ,Racine  WI ,16,16,3465,0,0,0,0,0,0,0,0,0,16,16,3465,0,0,0,0,0,0,0,0,0
201606,378,33460, ,Minneapolis-St. Paul-Bloomington  MN-WI ,813,813,249765,2,4,604,0,0,0,9,419,57756,726,726,219929,1,2,328,0,0,0,8,396,53284
201606,378,41060, ,St. Cloud  MN ,1,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,380,19300, ,Daphne-Fairhope-Foley  AL ,130,130,25545,0,0,0,0,0,0,0,0,0,67,67,13446,0,0,0,0,0,0,0,0,0
201606,380,33660, ,Mobile  AL ,66,66,14454,0,0,0,0,0,0,8,192,14640,65,65,14381,0,0,0,0,0,0,8,192,14640
201606,382,32900, ,Merced  CA ,11,11,2792,0,0,0,0,0,0,0,0,0,11,11,2792,0,0,0,0,0,0,0,0,0
201606,382,33700, ,Modesto  CA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201606,384,33740, ,Monroe  LA ,47,47,10084,0,0,0,0,0,0,1,5,579,0,0,0,0,0,0,0,0,0,0,0,0
