Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201603,170,26580, ,Huntington-Ashland  WV-KY-OH ,10,10,2006,0,0,0,0,0,0,0,0,0,8,8,1805,0,0,0,0,0,0,0,0,0
201603,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1137,1137,284609,1,2,90,0,0,0,13,688,33072,1046,1046,261306,1,2,90,0,0,0,10,630,27637
201603,174,16860, ,Chattanooga  TN-GA ,121,121,22926,0,0,0,1,3,492,0,0,0,121,121,22926,0,0,0,1,3,492,0,0,0
201603,174,17420, ,Cleveland  TN ,23,23,4019,1,2,191,2,8,636,1,12,458,0,0,0,0,0,0,0,0,0,0,0,0
201603,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,716,716,213817,8,16,3917,14,46,8036,35,1133,63380,624,624,187334,8,16,3917,14,46,8036,30,1098,59884
201603,176,28100, ,Kankakee  IL ,1,1,246,0,0,0,0,0,0,0,0,0,1,1,246,0,0,0,0,0,0,0,0,0
201603,176,33140, ,Michigan City-La Porte  IN ,11,11,2130,0,0,0,0,0,0,0,0,0,11,11,2130,0,0,0,0,0,0,0,0,0
201603,178,17140, ,Cincinnati  OH-KY-IN ,343,343,80348,4,8,661,4,14,2436,11,73,8332,286,286,67943,4,8,661,3,11,2286,9,63,7394
201603,184,10420, ,Akron  OH ,54,54,14862,0,0,0,0,0,0,0,0,0,54,54,14862,0,0,0,0,0,0,0,0,0
201603,184,15940, ,Canton-Massillon  OH ,35,35,6572,0,0,0,0,0,0,0,0,0,30,30,5983,0,0,0,0,0,0,0,0,0
201603,184,17460, ,Cleveland-Elyria  OH ,208,208,53269,1,2,11,1,4,780,2,30,1360,157,157,40737,0,0,0,1,4,780,1,20,1000
201603,190,17860,C,Columbia  MO ,94,94,24120,0,0,0,0,0,0,0,0,0,94,94,24120,0,0,0,0,0,0,0,0,0
201603,192,17900,C,Columbia  SC ,335,335,66764,0,0,0,0,0,0,2,33,1863,57,57,11707,0,0,0,0,0,0,0,0,0
201603,194,12220, ,Auburn-Opelika  AL ,79,79,23312,0,0,0,0,0,0,1,14,2267,33,33,9889,0,0,0,0,0,0,0,0,0
201603,194,17980, ,Columbus  GA-AL ,62,62,8465,1,2,80,1,3,136,1,17,1289,26,26,4654,1,2,80,0,0,0,0,0,0
201603,198,18140, ,Columbus  OH ,357,357,96885,0,0,0,6,23,2625,9,361,38925,351,351,95682,0,0,0,6,23,2625,9,361,38925
201603,204,18580, ,Corpus Christi  TX ,119,119,20881,3,6,600,2,8,1402,0,0,0,114,114,20137,3,6,600,2,8,1402,0,0,0
201603,206,19100, ,Dallas-Fort Worth-Arlington  TX ,2491,2491,674778,5,10,1590,3,10,1339,16,1517,153881,1959,1959,534455,0,0,0,1,4,600,8,1014,112098
201603,209,19340, ,Davenport-Moline-Rock Island  IA-IL ,35,35,8530,0,0,0,0,0,0,1,48,6480,17,17,3771,0,0,0,0,0,0,1,48,6480
201603,212,19380, ,Dayton  OH ,114,114,29329,0,0,0,0,0,0,0,0,0,88,88,23557,0,0,0,0,0,0,0,0,0
201603,212,44220, ,Springfield  OH ,2,2,473,0,0,0,0,0,0,0,0,0,2,2,473,0,0,0,0,0,0,0,0,0
201603,216,14500, ,Boulder  CO ,69,69,25530,3,6,986,1,4,469,1,5,741,57,57,23407,0,0,0,0,0,0,0,0,0
201603,216,19740, ,Denver-Aurora-Lakewood  CO ,927,927,258465,1,2,178,4,16,2320,8,619,120411,906,906,253509,1,2,178,4,16,2320,8,619,120411
201603,216,24540, ,Greeley  CO ,149,149,37027,1,2,222,0,0,0,12,98,11292,112,112,26802,1,2,222,0,0,0,12,98,11292
201603,218,11180, ,Ames  IA ,21,21,5960,0,0,0,0,0,0,0,0,0,21,21,5960,0,0,0,0,0,0,0,0,0
201603,218,19780, ,Des Moines-West Des Moines  IA ,447,447,108768,1,2,265,0,0,0,4,163,20336,441,441,106883,1,2,265,0,0,0,4,163,20336
201603,220,11460, ,Ann Arbor  MI ,19,19,4691,0,0,0,0,0,0,0,0,0,7,7,1598,0,0,0,0,0,0,0,0,0
201603,220,19820, ,Detroit-Warren-Dearborn  MI ,541,541,138534,1,2,258,2,7,843,3,30,5224,477,477,120596,1,2,258,1,3,525,3,30,5224
201603,220,22420, ,Flint  MI ,9,9,1562,0,0,0,0,0,0,0,0,0,9,9,1562,0,0,0,0,0,0,0,0,0
201603,220,33780, ,Monroe  MI ,3,3,511,0,0,0,0,0,0,0,0,0,3,3,511,0,0,0,0,0,0,0,0,0
201603,222,20020, ,Dothan  AL ,24,24,6221,0,0,0,0,0,0,1,6,375,22,22,5949,0,0,0,0,0,0,1,6,375
201603,232,20740, ,Eau Claire  WI ,23,23,7262,15,30,3069,0,0,0,1,5,267,20,20,6678,15,30,3069,0,0,0,0,0,0
201603,236,21300, ,Elmira  NY ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,238,21340,C,El Paso  TX ,197,197,30226,3,6,689,0,0,0,8,48,4163,197,197,30226,3,6,689,0,0,0,8,48,4163
201603,238,29740,C,Las Cruces  NM ,68,68,13630,0,0,0,0,0,0,1,5,364,35,35,6883,0,0,0,0,0,0,0,0,0
201603,240,21500, ,Erie  PA ,7,7,1715,0,0,0,0,0,0,0,0,0,6,6,1502,0,0,0,0,0,0,0,0,0
201603,244,22020, ,Fargo  ND-MN ,94,94,21681,0,0,0,0,0,0,0,0,0,94,94,21681,0,0,0,0,0,0,0,0,0
201603,246,22180,C,Fayetteville  NC ,86,86,16717,0,0,0,0,0,0,7,88,8622,86,86,16717,0,0,0,0,0,0,7,88,8622
201603,258,23060, ,Fort Wayne  IN ,115,115,28514,1,2,100,0,0,0,17,160,12435,115,115,28514,1,2,100,0,0,0,17,160,12435
201603,260,23420,C,Fresno  CA ,171,171,46774,1,2,350,7,27,5485,0,0,0,140,140,38771,1,2,350,7,27,5485,0,0,0
201603,260,31460, ,Madera  CA ,25,25,4251,0,0,0,0,0,0,0,0,0,25,25,4251,0,0,0,0,0,0,0,0,0
201603,264,23540, ,Gainesville  FL ,29,29,4489,0,0,0,0,0,0,2,20,1225,22,22,3698,0,0,0,0,0,0,0,0,0
201603,266,24340, ,Grand Rapids-Wyoming  MI ,135,135,30265,0,0,0,0,0,0,2,24,1333,86,86,20233,0,0,0,0,0,0,0,0,0
201603,266,34740, ,Muskegon  MI ,1,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,267,24580, ,Green Bay  WI ,66,66,14915,0,0,0,0,0,0,1,5,595,45,45,11166,0,0,0,0,0,0,0,0,0
201603,268,15500, ,Burlington  NC ,54,54,7612,0,0,0,0,0,0,2,57,1736,54,54,7612,0,0,0,0,0,0,2,57,1736
201603,268,24660,C,Greensboro-High Point  NC ,141,141,36110,0,0,0,0,0,0,9,138,17671,98,98,26452,0,0,0,0,0,0,8,112,15144
201603,268,49180, ,Winston-Salem  NC ,88,88,17180,0,0,0,0,0,0,0,0,0,80,80,15493,0,0,0,0,0,0,0,0,0
201603,273,24860, ,Greenville-Anderson-Mauldin  SC ,448,448,102084,1,2,252,1,4,320,1,8,387,441,441,100827,1,2,252,0,0,0,0,0,0
201603,273,43900, ,Spartanburg  SC ,164,164,26865,0,0,0,0,0,0,0,0,0,164,164,26865,0,0,0,0,0,0,0,0,0
201603,274,24780, ,Greenville  NC ,11,11,1600,6,12,487,0,0,0,0,0,0,11,11,1600,6,12,487,0,0,0,0,0,0
201603,276,23900,C,Gettysburg  PA ,21,21,9327,0,0,0,0,0,0,0,0,0,21,21,9327,0,0,0,0,0,0,0,0,0
201603,276,25420,C,Harrisburg-Carlisle  PA ,109,109,22081,0,0,0,0,0,0,1,20,935,82,82,15534,0,0,0,0,0,0,1,20,935
201603,276,30140, ,Lebanon  PA ,17,17,2944,0,0,0,0,0,0,0,0,0,17,17,2944,0,0,0,0,0,0,0,0,0
201603,276,49620, ,York-Hanover  PA ,5,5,2041,0,0,0,0,0,0,0,0,0,4,4,1729,0,0,0,0,0,0,0,0,0
201603,277,25500,C,Harrisonburg  VA ,32,32,6423,1,2,275,0,0,0,1,5,220,24,24,5457,0,0,0,0,0,0,0,0,0
201603,277,44420, ,Staunton-Waynesboro  VA ,19,19,3954,0,0,0,0,0,0,0,0,0,19,19,3954,0,0,0,0,0,0,0,0,0
201603,278,25540,C,Hartford-West Hartford-East Hartford  CT ,110,110,19604,0,0,0,0,0,0,12,151,15647,98,98,17109,0,0,0,0,0,0,11,146,15033
201603,278,35980, ,Norwich-New London  CT ,9,9,1840,0,0,0,0,0,0,0,0,0,6,6,1343,0,0,0,0,0,0,0,0,0
201603,280,25860, ,Hickory-Lenoir-Morganton  NC ,1,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,284,26300, ,Hot Springs  AR ,3,3,1022,0,0,0,0,0,0,0,0,0,3,3,1022,0,0,0,0,0,0,0,0,0
201603,288,26420, ,Houston-The Woodlands-Sugar Land  TX ,3314,3314,586831,8,16,2080,4,16,2600,33,1191,139806,2096,2096,397673,8,16,2080,4,16,2600,22,1047,130994
201603,290,19460, ,Decatur  AL ,20,20,4161,0,0,0,0,0,0,0,0,0,20,20,4161,0,0,0,0,0,0,0,0,0
201603,290,26620,C,Huntsville  AL ,303,303,41080,0,0,0,0,0,0,1,36,1296,302,302,40954,0,0,0,0,0,0,1,36,1296
201603,292,26820, ,Idaho Falls  ID ,84,84,17062,0,0,0,0,0,0,1,36,1800,83,83,16818,0,0,0,0,0,0,1,36,1800
201603,294,18020, ,Columbus  IN ,20,20,4339,0,0,0,0,0,0,0,0,0,20,20,4339,0,0,0,0,0,0,0,0,0
201603,294,26900, ,Indianapolis-Carmel-Anderson  IN ,578,578,160465,10,20,2540,2,8,1129,0,0,0,569,569,158692,10,20,2540,2,8,1129,0,0,0
201603,294,34620, ,Muncie  IN ,3,3,366,0,0,0,0,0,0,0,0,0,3,3,366,0,0,0,0,0,0,0,0,0
201603,296,27060, ,Ithaca  NY ,1,1,350,0,0,0,0,0,0,0,0,0,1,1,350,0,0,0,0,0,0,0,0,0
201603,297,27180, ,Jackson  TN ,11,11,2480,0,0,0,0,0,0,0,0,0,11,11,2480,0,0,0,0,0,0,0,0,0
201603,298,27140, ,Jackson  MS ,163,163,33338,0,0,0,1,4,105,0,0,0,88,88,21730,0,0,0,1,4,105,0,0,0
201603,300,27260,C,Jacksonville  FL ,696,696,159818,5,10,1100,2,8,1674,0,0,0,688,688,157751,5,10,1100,2,8,1674,0,0,0
201603,304,27740, ,Johnson City  TN ,11,11,2049,0,0,0,0,0,0,0,0,0,11,11,2049,0,0,0,0,0,0,0,0,0
201603,304,28700, ,Kingsport-Bristol-Bristol  TN-VA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,306,27780, ,Johnstown  PA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,308,27860, ,Jonesboro  AR ,29,29,4461,2,4,525,2,8,475,0,0,0,29,29,4461,2,4,525,2,8,475,0,0,0
201603,309,27900, ,Joplin  MO ,14,14,1910,4,8,871,0,0,0,0,0,0,14,14,1910,4,8,871,0,0,0,0,0,0
201603,310,12980, ,Battle Creek  MI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,310,28020, ,Kalamazoo-Portage  MI ,10,10,3224,0,0,0,0,0,0,0,0,0,10,10,3224,0,0,0,0,0,0,0,0,0
201603,312,28140, ,Kansas City  MO-KS ,523,523,127427,7,14,1483,10,38,3515,3,379,56074,435,435,103459,6,12,1144,8,32,2589,3,379,56074
201603,312,29940, ,Lawrence  KS ,20,20,5192,0,0,0,1,4,384,21,168,13437,20,20,5192,0,0,0,1,4,384,21,168,13437
201603,312,41140, ,St. Joseph  MO-KS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,314,28940, ,Knoxville  TN ,196,196,35189,0,0,0,0,0,0,1,19,1250,167,167,29258,0,0,0,0,0,0,0,0,0
201603,316,29020, ,Kokomo  IN ,6,6,1084,1,2,150,0,0,0,0,0,0,6,6,1084,1,2,150,0,0,0,0,0,0
201603,318,29180, ,Lafayette  LA ,131,131,24078,0,0,0,0,0,0,0,0,0,87,87,16865,0,0,0,0,0,0,0,0,0
201603,320,29200, ,Lafayette-West Lafayette  IN ,47,47,9934,0,0,0,0,0,0,2,12,1023,0,0,0,0,0,0,0,0,0,0,0,0
201603,324,29340, ,Lake Charles  LA ,69,69,13177,9,18,690,0,0,0,0,0,0,33,33,5589,9,18,690,0,0,0,0,0,0
201603,330,29620, ,Lansing-East Lansing  MI ,14,14,2837,1,2,218,0,0,0,2,24,4637,12,12,2548,0,0,0,0,0,0,1,8,850
201603,332,29420, ,Lake Havasu City-Kingman  AZ ,54,54,11834,1,2,280,0,0,0,0,0,0,54,54,11834,1,2,280,0,0,0,0,0,0
201603,332,29820,C,Las Vegas-Henderson-Paradise  NV ,810,810,158535,0,0,0,0,0,0,1,175,15000,810,810,158535,0,0,0,0,0,0,1,175,15000
201603,336,30460,C,Lexington-Fayette  KY ,146,146,20815,1,2,204,2,6,678,8,78,4562,63,63,8737,0,0,0,0,0,0,7,42,2415
201603,338,30620, ,Lima  OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,339,30700, ,Lincoln  NE ,98,98,19583,1,2,200,0,0,0,2,67,6297,0,0,0,0,0,0,0,0,0,0,0,0
201603,340,30780, ,Little Rock-North Little Rock-Conway  AR ,135,135,23879,0,0,0,0,0,0,0,0,0,119,119,22357,0,0,0,0,0,0,0,0,0
201603,340,38220, ,Pine Bluff  AR ,2,2,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,346,30980, ,Longview  TX ,12,12,2084,0,0,0,0,0,0,0,0,0,12,12,2084,0,0,0,0,0,0,0,0,0
201603,348,31080,C,Los Angeles-Long Beach-Anaheim  CA ,958,958,346936,26,52,9887,16,61,13685,61,1652,341816,872,872,315843,24,48,8554,16,61,13685,53,1539,325976
201603,348,37100, ,Oxnard-Thousand Oaks-Ventura  CA ,48,48,11021,1,2,274,6,22,3325,25,243,28981,39,39,8760,1,2,274,5,18,2705,24,213,25378
201603,348,40140, ,Riverside-San Bernardino-Ontario  CA ,772,772,198905,0,0,0,2,6,469,8,47,5269,720,720,188323,0,0,0,1,3,185,6,36,4466
201603,350,21060, ,Elizabethtown-Fort Knox  KY ,42,42,6597,0,0,0,1,4,190,1,5,620,42,42,6597,0,0,0,1,4,190,1,5,620
201603,350,31140, ,Louisville-Jefferson County  KY-IN ,288,288,61139,3,6,365,0,0,0,14,104,6404,152,152,32102,0,0,0,0,0,0,0,0,0
201603,352,31180, ,Lubbock  TX ,98,98,22449,3,6,623,0,0,0,7,85,4915,2,2,480,0,0,0,0,0,0,0,0,0
201603,356,31420, ,Macon-Bibb County  GA ,24,24,4498,0,0,0,0,0,0,0,0,0,24,24,4498,0,0,0,0,0,0,0,0,0
201603,356,47580, ,Warner Robins  GA ,84,84,16775,0,0,0,0,0,0,0,0,0,84,84,16775,0,0,0,0,0,0,0,0,0
201603,357,27500, ,Janesville-Beloit  WI ,23,23,5722,1,2,240,0,0,0,0,0,0,22,22,5568,0,0,0,0,0,0,0,0,0
201603,357,31540, ,Madison  WI ,145,145,42667,1,2,362,2,7,891,7,266,27437,104,104,33001,0,0,0,1,4,475,5,143,12600
201603,358,31740, ,Manhattan  KS ,20,20,5886,0,0,0,0,0,0,0,0,0,20,20,5886,0,0,0,0,0,0,0,0,0
201603,359,31860, ,Mankato-North Mankato  MN ,12,12,2462,1,2,180,0,0,0,0,0,0,10,10,2113,0,0,0,0,0,0,0,0,0
201603,365,32580,C,McAllen-Edinburg-Mission  TX ,316,316,59250,10,20,1200,12,48,2639,1,6,310,303,303,57981,9,18,1050,12,48,2639,1,6,310
201603,366,32780, ,Medford  OR ,52,52,11860,0,0,0,0,0,0,0,0,0,52,52,11860,0,0,0,0,0,0,0,0,0
201603,368,32820, ,Memphis  TN-MS-AR ,244,244,49200,0,0,0,0,0,0,0,0,0,201,201,41795,0,0,0,0,0,0,0,0,0
201603,370,33100, ,Miami-Fort Lauderdale-West Palm Beach  FL ,503,503,157716,6,12,3529,0,0,0,47,1406,265894,432,432,127051,6,12,3529,0,0,0,44,1361,251601
201603,370,38940, ,Port St. Lucie  FL ,112,112,21014,2,4,490,0,0,0,1,8,1827,112,112,21014,2,4,490,0,0,0,1,8,1827
201603,370,42680, ,Sebastian-Vero Beach  FL ,98,98,42826,0,0,0,0,0,0,0,0,0,98,98,42826,0,0,0,0,0,0,0,0,0
201603,372,33260, ,Midland  TX ,36,36,7559,0,0,0,0,0,0,0,0,0,36,36,7559,0,0,0,0,0,0,0,0,0
201603,372,36220,C,Odessa  TX ,45,45,10402,0,0,0,0,0,0,1,9,643,0,0,0,0,0,0,0,0,0,0,0,0
201603,376,33340,C,Milwaukee-Waukesha-West Allis  WI ,135,135,43601,3,6,825,0,0,0,6,36,4730,108,108,33373,3,6,825,0,0,0,5,30,3792
201603,376,39540, ,Racine  WI ,10,10,2545,1,2,300,0,0,0,0,0,0,10,10,2545,1,2,300,0,0,0,0,0,0
201603,378,33460, ,Minneapolis-St. Paul-Bloomington  MN-WI ,619,619,185268,1,2,338,2,8,1719,3,251,44822,585,585,173988,1,2,338,2,8,1719,3,251,44822
201603,378,41060, ,St. Cloud  MN ,1,1,230,0,0,0,0,0,0,0,0,0,1,1,230,0,0,0,0,0,0,0,0,0
201603,380,19300, ,Daphne-Fairhope-Foley  AL ,143,143,31817,1,2,120,0,0,0,0,0,0,78,78,21295,0,0,0,0,0,0,0,0,0
201603,380,33660, ,Mobile  AL ,55,55,11935,0,0,0,0,0,0,0,0,0,54,54,11861,0,0,0,0,0,0,0,0,0
201603,382,32900, ,Merced  CA ,10,10,1972,0,0,0,0,0,0,0,0,0,10,10,1972,0,0,0,0,0,0,0,0,0
201603,382,33700, ,Modesto  CA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,384,33740, ,Monroe  LA ,45,45,8853,0,0,0,1,3,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,390,34060, ,Morgantown  WV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,396,34820, ,Myrtle Beach-Conway-North Myrtle Beach  SC-NC ,443,443,80639,3,6,376,2,8,1923,2,24,2609,113,113,28425,0,0,0,2,8,1923,1,6,1456
201603,400,34980, ,Nashville-Davidson--Murfreesboro--Franklin  TN ,1136,1136,274154,1,2,265,2,8,1553,15,1246,119684,1094,1094,268654,1,2,265,2,8,1553,14,1241,119431
201603,406,25220, ,Hammond  LA ,57,57,8065,1,2,150,0,0,0,0,0,0,51,51,7165,0,0,0,0,0,0,0,0,0
201603,406,35380, ,New Orleans-Metairie  LA ,238,238,49757,6,12,1092,1,4,383,1,20,3958,138,138,28424,0,0,0,0,0,0,0,0,0
201603,408,10900, ,Allentown-Bethlehem-Easton  PA-NJ ,28,28,5658,0,0,0,0,0,0,2,10,670,6,6,676,0,0,0,0,0,0,0,0,0
201603,408,14860,C,Bridgeport-Stamford-Norwalk  CT ,82,82,38216,1,2,178,0,0,0,2,149,28039,70,70,24231,1,2,178,0,0,0,2,149,28039
201603,408,20700, ,East Stroudsburg  PA ,12,12,1767,0,0,0,0,0,0,0,0,0,12,12,1767,0,0,0,0,0,0,0,0,0
201603,408,28740, ,Kingston  NY ,1,1,151,0,0,0,0,0,0,1,5,1220,0,0,0,0,0,0,0,0,0,0,0,0
201603,408,35300, ,New Haven-Milford  CT ,15,15,3024,0,0,0,0,0,0,2,10,615,11,11,2332,0,0,0,0,0,0,0,0,0
201603,408,35620, ,New York-Newark-Jersey City  NY-NJ-PA ,978,978,245848,71,142,19514,19,63,10237,103,1457,141024,719,719,182042,64,128,17942,14,47,8331,64,1108,113899
201603,408,45940,C,Trenton  NJ ,30,30,6535,0,0,0,0,0,0,1,5,2,16,16,3289,0,0,0,0,0,0,1,5,2
201603,412,35840,C,North Port-Sarasota-Bradenton  FL ,627,627,161097,13,26,1688,5,20,3503,10,224,27696,624,624,159866,13,26,1688,5,20,3503,10,224,27696
201603,412,39460, ,Punta Gorda  FL ,53,53,11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,416,36420,C,Oklahoma City  OK ,519,519,120591,4,8,672,0,0,0,0,0,0,465,465,108748,2,4,402,0,0,0,0,0,0
201603,420,36540, ,Omaha-Council Bluffs  NE-IA ,300,300,56183,0,0,0,1,3,258,0,0,0,289,289,53561,0,0,0,1,3,258,0,0,0
201603,422,19660, ,Deltona-Daytona Beach-Ormond Beach  FL ,120,120,36578,0,0,0,0,0,0,1,13,1105,106,106,32892,0,0,0,0,0,0,0,0,0
201603,422,36740, ,Orlando-Kissimmee-Sanford  FL ,1177,1177,310666,9,18,3247,5,20,3442,12,441,34349,1042,1042,281444,8,16,3115,5,20,3442,10,400,31189
201603,422,45540, ,The Villages  FL ,147,147,46344,0,0,0,0,0,0,0,0,0,147,147,46344,0,0,0,0,0,0,0,0,0
201603,425,37620, ,Parkersburg-Vienna  WV ,8,8,1113,0,0,0,0,0,0,0,0,0,8,8,1113,0,0,0,0,0,0,0,0,0
201603,426,37860,C,Pensacola-Ferry Pass-Brent  FL ,249,249,56191,0,0,0,0,0,0,0,0,0,249,249,56191,0,0,0,0,0,0,0,0,0
201603,427,37900, ,Peoria  IL ,9,9,2089,0,0,0,0,0,0,0,0,0,8,8,1736,0,0,0,0,0,0,0,0,0
201603,428,12100,C,Atlantic City-Hammonton  NJ ,39,39,6737,1,2,396,0,0,0,3,108,1801,32,32,5660,1,2,396,0,0,0,2,103,1100
201603,428,20100,C,Dover  DE ,87,87,12451,0,0,0,0,0,0,0,0,0,84,84,12152,0,0,0,0,0,0,0,0,0
201603,428,36140,C,Ocean City  NJ ,41,41,12148,5,10,1931,2,6,30,0,0,0,33,33,9707,5,10,1931,2,6,30,0,0,0
201603,428,37980,C,Philadelphia-Camden-Wilmington  PA-NJ-DE-MD ,611,611,105872,11,22,2457,10,37,3362,22,317,44250,409,409,65261,5,10,1136,2,7,714,9,118,7616
201603,428,39740, ,Reading  PA ,1,1,149,0,0,0,0,0,0,0,0,0,1,1,149,0,0,0,0,0,0,0,0,0
201603,428,47220,C,Vineland-Bridgeton  NJ ,18,18,2079,0,0,0,0,0,0,1,5,666,0,0,0,0,0,0,0,0,0,0,0,0
201603,430,38300, ,Pittsburgh  PA ,110,110,29908,1,2,246,1,3,324,4,64,10383,81,81,23020,0,0,0,0,0,0,2,48,8547
201603,430,48260, ,Weirton-Steubenville  WV-OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,438,30340, ,Lewiston-Auburn  ME ,10,10,1746,0,0,0,0,0,0,0,0,0,9,9,1554,0,0,0,0,0,0,0,0,0
201603,438,38860, ,Portland-South Portland  ME ,105,105,25368,8,16,2879,1,3,405,2,10,657,54,54,13286,7,14,2654,0,0,0,1,5,442
201603,440,10540, ,Albany  OR ,23,23,5453,0,0,0,0,0,0,0,0,0,18,18,4442,0,0,0,0,0,0,0,0,0
201603,440,18700, ,Corvallis  OR ,6,6,1564,0,0,0,0,0,0,0,0,0,6,6,1564,0,0,0,0,0,0,0,0,0
201603,440,31020, ,Longview  WA ,15,15,3668,0,0,0,0,0,0,0,0,0,15,15,3668,0,0,0,0,0,0,0,0,0
201603,440,38900, ,Portland-Vancouver-Hillsboro  OR-WA ,729,729,200680,9,18,2308,3,12,1493,32,950,120016,583,583,152401,8,16,1881,3,12,1493,32,950,120016
201603,440,41420, ,Salem  OR ,45,45,12870,3,6,1036,0,0,0,1,8,1111,44,44,12620,3,6,1036,0,0,0,1,8,1111
201603,444,39380,C,Pueblo  CO ,27,27,4745,0,0,0,0,0,0,0,0,0,27,27,4745,0,0,0,0,0,0,0,0,0
201603,450,20500,C,Durham-Chapel Hill  NC ,219,219,52862,0,0,0,0,0,0,1,27,1841,82,82,25818,0,0,0,0,0,0,0,0,0
201603,450,39580,C,Raleigh  NC ,793,793,173634,0,0,0,0,0,0,1,20,1510,695,695,152107,0,0,0,0,0,0,1,20,1510
201603,452,39660, ,Rapid City  SD ,37,37,7901,0,0,0,0,0,0,1,12,935,31,31,7047,0,0,0,0,0,0,1,12,935
201603,454,39820, ,Redding  CA ,12,12,3371,0,0,0,0,0,0,0,0,0,12,12,3371,0,0,0,0,0,0,0,0,0
201603,456,16180,C,Carson City  NV ,2,2,1085,0,0,0,0,0,0,0,0,0,2,2,1085,0,0,0,0,0,0,0,0,0
201603,456,39900,C,Reno  NV ,180,180,44923,0,0,0,0,0,0,6,108,11032,137,137,35019,0,0,0,0,0,0,6,108,11032
201603,462,40340, ,Rochester  MN ,34,34,7388,0,0,0,0,0,0,0,0,0,34,34,7388,0,0,0,0,0,0,0,0,0
201603,464,40380, ,Rochester  NY ,130,130,21046,1,2,114,2,8,753,1,9,897,114,114,17933,0,0,0,2,8,753,1,9,897
201603,466,40420, ,Rockford  IL ,14,14,2880,16,32,1214,0,0,0,0,0,0,14,14,2880,16,32,1214,0,0,0,0,0,0
201603,470,40660, ,Rome  GA ,8,8,1823,0,0,0,0,0,0,0,0,0,8,8,1823,0,0,0,0,0,0,0,0,0
201603,472,40900,C,Sacramento--Roseville--Arden-Arcade  CA ,475,475,140442,1,2,453,0,0,0,0,0,0,469,469,138261,1,2,453,0,0,0,0,0,0
201603,474,13020, ,Bay City  MI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201603,474,33220, ,Midland  MI ,1,1,74,1,2,78,0,0,0,0,0,0,1,1,74,1,2,78,0,0,0,0,0,0
201603,474,40980, ,Saginaw  MI ,3,3,642,0,0,0,0,0,0,0,0,0,3,3,642,0,0,0,0,0,0,0,0,0
201603,476,41180, ,St. Louis  MO-IL ,541,541,128048,7,14,1105,3,10,1171,16,314,27573,421,421,91565,5,10,600,3,10,1171,13,286,23493
201603,482,36260, ,Ogden-Clearfield  UT ,202,202,51826,1,2,214,6,22,3182,3,19,2031,163,163,41022,1,2,214,4,16,2399,3,19,2031
201603,482,39340, ,Provo-Orem  UT ,379,379,98154,6,12,2006,1,4,551,1,5,844,376,376,97232,6,12,2006,1,4,551,1,5,844
201603,482,41620, ,Salt Lake City  UT ,407,407,101704,3,6,1056,1,4,632,5,337,33702,346,346,82989,1,2,412,0,0,0,2,298,30087
201603,488,41860,C,San Francisco-Oakland-Hayward  CA ,403,403,138446,1,2,900,2,8,2035,17,892,57967,324,324,110200,1,2,900,2,8,2035,8,735,31492
201603,488,41940,C,San Jose-Sunnyvale-Santa Clara  CA ,141,141,55280,1,2,344,1,3,745,3,159,28412,119,119,49671,1,2,344,0,0,0,0,0,0
201603,488,42100, ,Santa Cruz-Watsonville  CA ,10,10,2320,0,0,0,1,4,459,1,5,509,0,0,0,0,0,0,0,0,0,0,0,0
201603,488,42220, ,Santa Rosa  CA ,33,33,7429,3,6,700,0,0,0,6,120,11801,33,33,7429,3,6,700,0,0,0,6,120,11801
