01 16 Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
01 16 Date,State,County,Code,Code,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
01 16  
11 16 201611,02,090,4,9,Fairbanks North Star Borough  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,100,4,9,Haines Borough                ,1,1,277264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,110,4,9,Juneau Borough                ,1,1,206317,2,4,676210,0,0,0,0,0,0,1,1,206317,2,4,676210,0,0,0,0,0,0
11 16 201611,02,110,4,9,Juneau City and Borough       ,1,1,206317,2,4,676210,0,0,0,0,0,0,1,1,206317,2,4,676210,0,0,0,0,0,0
11 16 201611,02,122,4,9,Kenai Peninsula Borough       ,5,5,705768,0,0,0,0,0,0,0,0,0,4,4,505000,0,0,0,0,0,0,0,0,0
11 16 201611,02,130,4,9,Ketchikan Gateway Borough     ,3,3,863140,0,0,0,0,0,0,0,0,0,3,3,863140,0,0,0,0,0,0,0,0,0
11 16 201611,02,150,4,9,Kodiak Island Borough         ,1,1,97706,0,0,0,0,0,0,0,0,0,1,1,97706,0,0,0,0,0,0,0,0,0
11 16 201611,02,158,4,9,Kusilvak Census Area          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,170,4,9,Matanuska-Susitna Borough     ,0,0,0,2,4,476560,0,0,0,0,0,0,0,0,0,2,4,476560,0,0,0,0,0,0
11 16 201611,02,180,4,9,Nome Census Area              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,185,4,9,North Slope Borough           ,1,1,264690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,188,4,9,Northwest Arctic Borough      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,195,4,9,Petersburg Borough            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,195,4,9,Petersburg Census Area        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,198,4,9,Prince of Wales-Hyder Census A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,220,4,9,Sitka Borough                 ,2,2,663123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,220,4,9,Sitka City and Borough        ,2,2,663123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,230,4,9,Skagway Municipality          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,261,4,9,Valdez-Cordova Census Area    ,1,1,273532,0,0,0,0,0,0,0,0,0,1,1,273532,0,0,0,0,0,0,0,0,0
11 16 201611,02,275,4,9,Wrangell City and Borough     ,2,2,182000,0,0,0,0,0,0,0,0,0,2,2,182000,0,0,0,0,0,0,0,0,0
11 16 201611,02,282,4,9,Yakutat Borough               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,282,4,9,Yakutat City and Borough      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,02,290,4,9,Yukon-Koyukuk Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,04,013,4,8,Maricopa County               ,1175,1175,329155518,0,0,0,2,8,1248119,59,1132,188988901,1093,1093,298369853,0,0,0,2,8,1248119,59,1132,188988901
11 16 201611,04,019,4,8,Pima County                   ,157,157,45731016,1,2,346330,0,0,0,1,19,3354801,63,63,17348962,0,0,0,0,0,0,0,0,0
11 16 201611,04,021,4,8,Pinal County                  ,180,180,34098951,2,4,210127,0,0,0,0,0,0,153,153,28054915,2,4,210127,0,0,0,0,0,0
11 16 201611,05,013,3,7,Calhoun County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,035,3,7,Crittenden County             ,4,4,797857,0,0,0,0,0,0,0,0,0,4,4,797857,0,0,0,0,0,0,0,0,0
11 16 201611,05,045,3,7,Faulkner County               ,15,15,3495667,1,2,185000,0,0,0,0,0,0,14,14,3240000,1,2,185000,0,0,0,0,0,0
11 16 201611,05,053,3,7,Grant County                  ,1,1,121659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,085,3,7,Lonoke County                 ,26,26,2609739,0,0,0,0,0,0,0,0,0,10,10,1264850,0,0,0,0,0,0,0,0,0
11 16 201611,05,087,3,7,Madison County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,091,3,7,Miller County                 ,3,3,432810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,105,3,7,Perry County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,119,3,7,Pulaski County                ,54,54,12551526,0,0,0,0,0,0,0,0,0,54,54,12551526,0,0,0,0,0,0,0,0,0
11 16 201611,05,129,3,7,Searcy County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,05,143,3,7,Washington County             ,73,73,16176515,0,0,0,0,0,0,0,0,0,67,67,15540292,0,0,0,0,0,0,0,0,0
11 16 201611,06,001,4,9,Alameda County                ,109,109,37084493,1,2,550498,2,6,1682232,10,409,27288783,57,57,18401864,0,0,0,2,6,1682232,2,261,3632998
11 16 201611,06,013,4,9,Contra Costa County           ,200,200,61743077,0,0,0,0,0,0,5,222,39904520,177,177,53432466,0,0,0,0,0,0,2,192,35923646
11 16 201611,06,017,4,9,El Dorado County              ,43,43,17427942,0,0,0,0,0,0,0,0,0,38,38,15964519,0,0,0,0,0,0,0,0,0
11 16 201611,06,019,4,9,Fresno County                 ,217,217,57037834,0,0,0,2,6,834826,2,20,1970000,213,213,56387928,0,0,0,2,6,834826,2,20,1970000
11 16 201611,06,037,4,9,Los Angeles County            ,367,367,181967484,34,68,12359635,7,24,5890060,30,953,167396829,319,319,164982913,33,66,12023635,7,24,5890060,20,775,141559744
11 16 201611,06,041,4,9,Marin County                  ,7,7,5505105,0,0,0,0,0,0,0,0,0,6,6,4763650,0,0,0,0,0,0,0,0,0
11 16 201611,06,059,4,9,Orange County                 ,363,363,127312233,12,24,5689857,7,25,5766972,12,339,63190708,297,297,103964697,11,22,5023178,7,25,5766972,8,251,52618889
11 16 201611,06,061,4,9,Placer County                 ,209,209,65061216,0,0,0,0,0,0,0,0,0,208,208,64734312,0,0,0,0,0,0,0,0,0
11 16 201611,06,063,4,9,Plumas County                 ,1,1,299634,0,0,0,0,0,0,0,0,0,1,1,299634,0,0,0,0,0,0,0,0,0
11 16 201611,06,067,4,9,Sacramento County             ,274,274,67711749,4,8,1062014,0,0,0,2,31,5642592,272,272,67241049,4,8,1062014,0,0,0,2,31,5642592
11 16 201611,06,069,4,9,San Benito County             ,36,36,8877158,0,0,0,0,0,0,0,0,0,28,28,6340173,0,0,0,0,0,0,0,0,0
11 16 201611,06,071,4,9,San Bernardino County         ,255,255,65308540,0,0,0,7,26,1295190,3,25,2788942,238,238,61659723,0,0,0,7,26,1295190,2,20,2576764
11 16 201611,06,073,4,9,San Diego County              ,182,182,59809234,2,4,834820,8,28,5501502,43,629,90079850,166,166,54160289,2,4,834820,8,28,5501502,42,622,88679850
11 16 201611,06,075,4,9,San Francisco County          ,3,3,820596,1,2,2000000,0,0,0,4,542,173251721,3,3,820596,1,2,2000000,0,0,0,4,542,173251721
11 16 201611,06,081,4,9,San Mateo County              ,49,49,30142411,1,2,650000,0,0,0,5,43,8061682,28,28,21267694,1,2,650000,0,0,0,2,12,3488253
11 16 201611,06,085,4,9,Santa Clara County            ,109,109,44739476,0,0,0,0,0,0,14,219,33693219,88,88,39065206,0,0,0,0,0,0,12,191,29417416
11 16 201611,06,091,4,9,Sierra County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,06,113,4,9,Yolo County                   ,50,50,14364793,3,6,855181,0,0,0,0,0,0,49,49,13916374,3,6,855181,0,0,0,0,0,0
11 16 201611,08,001,4,8,Adams County                  ,108,108,35715336,0,0,0,0,0,0,0,0,0,90,90,30616284,0,0,0,0,0,0,0,0,0
11 16 201611,08,005,4,8,Arapahoe County               ,133,133,31794323,2,4,616550,0,0,0,12,523,61540963,133,133,31794323,2,4,616550,0,0,0,12,523,61540963
11 16 201611,08,014,4,8,Broomfield County             ,44,44,14366691,0,0,0,0,0,0,0,0,0,44,44,14366691,0,0,0,0,0,0,0,0,0
11 16 201611,08,015,4,8,Chaffee County                ,10,10,2651843,1,2,323962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,08,019,4,8,Clear Creek County            ,3,3,881894,0,0,0,0,0,0,0,0,0,2,2,681894,0,0,0,0,0,0,0,0,0
11 16 201611,08,031,4,8,Denver County                 ,229,229,62638849,0,0,0,0,0,0,5,568,82596856,229,229,62638849,0,0,0,0,0,0,5,568,82596856
11 16 201611,08,035,4,8,Douglas County                ,153,153,48080212,0,0,0,0,0,0,16,330,36815536,148,148,46062440,0,0,0,0,0,0,16,330,36815536
11 16 201611,08,039,4,8,Elbert County                 ,10,10,2206506,0,0,0,0,0,0,0,0,0,10,10,2206506,0,0,0,0,0,0,0,0,0
11 16 201611,08,041,4,8,El Paso County                ,217,217,89004189,0,0,0,0,0,0,4,80,11552997,217,217,89004189,0,0,0,0,0,0,4,80,11552997
11 16 201611,08,047,4,8,Gilpin County                 ,3,3,700000,0,0,0,0,0,0,0,0,0,3,3,700000,0,0,0,0,0,0,0,0,0
11 16 201611,08,069,4,8,Larimer County                ,168,168,42943319,0,0,0,0,0,0,18,255,26364794,168,168,42943319,0,0,0,0,0,0,18,255,26364794
11 16 201611,08,077,4,8,Mesa County                   ,42,42,11488348,0,0,0,0,0,0,0,0,0,42,42,11488348,0,0,0,0,0,0,0,0,0
11 16 201611,08,093,4,8,Park County                   ,14,14,1357210,0,0,0,0,0,0,0,0,0,14,14,1357210,0,0,0,0,0,0,0,0,0
11 16 201611,08,101,4,8,Pueblo County                 ,17,17,2972866,1,2,252112,0,0,0,1,7,989258,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,08,119,4,8,Teller County                 ,7,7,2112465,0,0,0,0,0,0,0,0,0,7,7,2112465,0,0,0,0,0,0,0,0,0
11 16 201611,09,001,1,1,Fairfield County              ,60,60,41062171,2,4,860000,0,0,0,0,0,0,29,29,15131873,1,2,300000,0,0,0,0,0,0
11 16 201611,09,003,1,1,Hartford County               ,39,39,7163347,0,0,0,0,0,0,2,10,703270,33,33,5705954,0,0,0,0,0,0,0,0,0
11 16 201611,09,007,1,1,Middlesex County              ,10,10,2001695,0,0,0,1,3,450000,1,5,913979,6,6,1292440,0,0,0,1,3,450000,0,0,0
11 16 201611,09,013,1,1,Tolland County                ,12,12,2744326,2,4,232000,1,4,180000,2,21,1813650,6,6,1250040,2,4,232000,1,4,180000,1,16,1200000
11 16 201611,10,001,3,5,Kent County                   ,91,91,13362440,1,2,175944,0,0,0,0,0,0,89,89,13061830,1,2,175944,0,0,0,0,0,0
11 16 201611,10,003,3,5,New Castle County             ,93,93,8763002,0,0,0,0,0,0,2,25,1832812,12,12,1695267,0,0,0,0,0,0,0,0,0
11 16 201611,10,005,3,5,Sussex County                 ,217,217,32008985,9,18,1675118,3,10,1879804,2,17,1642509,217,217,32008985,9,18,1675118,3,10,1879804,2,17,1642509
11 16 201611,11,001,3,5,Washington  DC                ,21,21,4784993,0,0,0,0,0,0,0,0,0,21,21,4784993,0,0,0,0,0,0,0,0,0
11 16 201611,12,003,3,5,Baker County                  ,3,3,282147,0,0,0,0,0,0,0,0,0,3,3,282147,0,0,0,0,0,0,0,0,0
11 16 201611,12,019,3,5,Clay County                   ,52,52,9286499,0,0,0,0,0,0,0,0,0,52,52,9286499,0,0,0,0,0,0,0,0,0
11 16 201611,12,031,3,5,Duval County                  ,205,205,48428615,0,0,0,1,3,377351,8,318,31912540,188,188,42837078,0,0,0,1,3,377351,8,318,31912540
11 16 201611,12,033,3,5,Escambia County               ,77,77,17544973,0,0,0,0,0,0,0,0,0,77,77,17544973,0,0,0,0,0,0,0,0,0
11 16 201611,12,053,3,5,Hernando County               ,69,69,12456180,0,0,0,0,0,0,0,0,0,69,69,12456180,0,0,0,0,0,0,0,0,0
11 16 201611,12,057,3,5,Hillsborough County           ,391,391,132400996,0,0,0,0,0,0,0,0,0,391,391,132400996,0,0,0,0,0,0,0,0,0
11 16 201611,12,067,3,5,Lafayette County              ,1,1,200896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,12,071,3,5,Lee County                    ,293,293,76688432,2,4,197470,1,4,1167372,10,236,28461841,293,293,76688432,2,4,197470,1,4,1167372,10,236,28461841
11 16 201611,12,073,3,5,Leon County                   ,41,41,8013524,1,2,340000,0,0,0,1,9,767920,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,12,081,3,5,Manatee County                ,246,246,55765602,0,0,0,9,33,6697040,0,0,0,243,243,54592035,0,0,0,9,33,6697040,0,0,0
11 16 201611,12,086,3,5,Miami-Dade County             ,138,138,51901234,6,12,2523788,0,0,0,9,832,307711058,123,123,45358452,6,12,2523788,0,0,0,7,822,298522120
11 16 201611,12,089,3,5,Nassau County                 ,82,82,21974827,1,2,494875,0,0,0,0,0,0,78,78,21240783,1,2,494875,0,0,0,0,0,0
11 16 201611,12,091,3,5,Okaloosa County               ,48,48,12491256,0,0,0,0,0,0,0,0,0,46,46,12200210,0,0,0,0,0,0,0,0,0
11 16 201611,12,095,3,5,Orange County                 ,325,325,88713985,9,18,3283817,1,3,500584,8,178,19313675,318,318,85247651,9,18,3283817,1,3,500584,8,178,19313675
11 16 201611,12,097,3,5,Osceola County                ,300,300,75334212,0,0,0,0,0,0,2,57,7733651,243,243,59393585,0,0,0,0,0,0,2,57,7733651
11 16 201611,12,101,3,5,Pasco County                  ,250,250,52135497,1,2,157000,1,3,157000,16,398,31582892,249,249,51937997,1,2,157000,1,3,157000,16,398,31582892
11 16 201611,12,103,3,5,Pinellas County               ,149,149,36667461,0,0,0,0,0,0,2,18,1645201,82,82,19921281,0,0,0,0,0,0,0,0,0
11 16 201611,12,109,3,5,St. Johns County              ,219,219,50159483,1,2,652000,0,0,0,0,0,0,215,215,49122566,1,2,652000,0,0,0,0,0,0
11 16 201611,12,113,3,5,Santa Rosa County             ,166,166,23288905,0,0,0,0,0,0,0,0,0,166,166,23288905,0,0,0,0,0,0,0,0,0
11 16 201611,12,115,3,5,Sarasota County               ,203,203,56785961,0,0,0,1,4,936085,4,63,4580330,203,203,56785961,0,0,0,1,4,936085,4,63,4580330
11 16 201611,12,117,3,5,Seminole County               ,65,65,22501767,0,0,0,1,4,528000,0,0,0,65,65,22501767,0,0,0,1,4,528000,0,0,0
11 16 201611,12,129,3,5,Wakulla County                ,6,6,620000,0,0,0,0,0,0,0,0,0,6,6,620000,0,0,0,0,0,0,0,0,0
11 16 201611,12,131,3,5,Walton County                 ,81,81,27187531,1,2,279482,0,0,0,0,0,0,81,81,27187531,1,2,279482,0,0,0,0,0,0
11 16 201611,12,133,3,5,Washington County             ,2,2,326292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,007,3,5,Baker County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,013,3,5,Barrow County                 ,30,30,4365354,0,0,0,0,0,0,0,0,0,24,24,3719835,0,0,0,0,0,0,0,0,0
11 16 201611,13,015,3,5,Bartow County                 ,31,31,5315486,0,0,0,0,0,0,0,0,0,17,17,2116350,0,0,0,0,0,0,0,0,0
11 16 201611,13,021,3,5,Bibb County                   ,5,5,726090,0,0,0,0,0,0,0,0,0,5,5,726090,0,0,0,0,0,0,0,0,0
11 16 201611,13,029,3,5,Bryan County                  ,44,44,8703147,0,0,0,0,0,0,1,5,458333,34,34,7213225,0,0,0,0,0,0,0,0,0
11 16 201611,13,033,3,5,Burke County                  ,4,4,695472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,035,3,5,Butts County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,045,3,5,Carroll County                ,22,22,5255715,0,0,0,0,0,0,0,0,0,22,22,5255715,0,0,0,0,0,0,0,0,0
11 16 201611,13,051,3,5,Chatham County                ,50,50,13453536,0,0,0,0,0,0,0,0,0,50,50,13453536,0,0,0,0,0,0,0,0,0
11 16 201611,13,057,3,5,Cherokee County               ,154,154,39457055,0,0,0,0,0,0,0,0,0,154,154,39457055,0,0,0,0,0,0,0,0,0
11 16 201611,13,059,3,5,Clarke County                 ,8,8,1835910,0,0,0,0,0,0,0,0,0,8,8,1835910,0,0,0,0,0,0,0,0,0
11 16 201611,13,063,3,5,Clayton County                ,48,48,10937126,0,0,0,0,0,0,0,0,0,48,48,10937126,0,0,0,0,0,0,0,0,0
11 16 201611,13,067,3,5,Cobb County                   ,93,93,26728353,0,0,0,2,8,1737629,3,269,27298850,88,88,25470225,0,0,0,2,8,1737629,3,269,27298850
11 16 201611,13,073,3,5,Columbia County               ,83,83,17544161,0,0,0,3,12,600000,0,0,0,83,83,17544161,0,0,0,3,12,600000,0,0,0
11 16 201611,13,077,3,5,Coweta County                 ,66,66,23247095,0,0,0,0,0,0,0,0,0,64,64,22749197,0,0,0,0,0,0,0,0,0
11 16 201611,13,085,3,5,Dawson County                 ,12,12,3291425,0,0,0,0,0,0,0,0,0,9,9,3001000,0,0,0,0,0,0,0,0,0
11 16 201611,13,095,3,5,Dougherty County              ,4,4,489818,0,0,0,0,0,0,0,0,0,4,4,489818,0,0,0,0,0,0,0,0,0
11 16 201611,13,097,3,5,Douglas County                ,54,54,7923236,0,0,0,0,0,0,0,0,0,54,54,7923236,0,0,0,0,0,0,0,0,0
11 16 201611,13,111,3,5,Fannin County                 ,16,16,3267120,0,0,0,0,0,0,0,0,0,16,16,3267120,0,0,0,0,0,0,0,0,0
11 16 201611,13,113,3,5,Fayette County                ,17,17,4484851,0,0,0,0,0,0,1,80,12779874,13,13,3023987,0,0,0,0,0,0,1,80,12779874
11 16 201611,13,117,3,5,Forsyth County                ,231,231,35492521,0,0,0,0,0,0,0,0,0,231,231,35492521,0,0,0,0,0,0,0,0,0
11 16 201611,13,121,3,5,Fulton County                 ,200,200,50317837,0,0,0,0,0,0,3,436,110168780,196,196,49803025,0,0,0,0,0,0,3,436,110168780
11 16 201611,13,127,3,5,Glynn County                  ,36,36,9495926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,135,3,5,Gwinnett County               ,275,275,61610205,0,0,0,0,0,0,0,0,0,271,271,60452352,0,0,0,0,0,0,0,0,0
11 16 201611,13,143,3,5,Haralson County               ,2,2,455714,0,0,0,0,0,0,0,0,0,2,2,455714,0,0,0,0,0,0,0,0,0
11 16 201611,13,145,3,5,Harris County                 ,10,10,2065505,0,0,0,0,0,0,0,0,0,10,10,2065505,0,0,0,0,0,0,0,0,0
11 16 201611,13,149,3,5,Heard County                  ,2,2,455714,0,0,0,0,0,0,0,0,0,2,2,455714,0,0,0,0,0,0,0,0,0
11 16 201611,13,151,3,5,Henry County                  ,82,82,18779563,0,0,0,0,0,0,0,0,0,82,82,18779563,0,0,0,0,0,0,0,0,0
11 16 201611,13,159,3,5,Jasper County                 ,4,4,535896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,171,3,5,Lamar County                  ,6,6,810855,0,0,0,0,0,0,0,0,0,6,6,810855,0,0,0,0,0,0,0,0,0
11 16 201611,13,177,3,5,Lee County                    ,8,8,981447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,179,3,5,Liberty County                ,30,30,6512546,0,0,0,0,0,0,0,0,0,30,30,6512546,0,0,0,0,0,0,0,0,0
11 16 201611,13,189,3,5,McDuffie County               ,2,2,353583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,199,3,5,Meriwether County             ,2,2,447738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,201,3,5,Miller County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,207,3,5,Monroe County                 ,7,7,1164500,0,0,0,0,0,0,0,0,0,7,7,1164500,0,0,0,0,0,0,0,0,0
11 16 201611,13,215,3,5,Muscogee County               ,22,22,4493014,0,0,0,0,0,0,2,22,2082536,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,13,217,3,5,Newton County                 ,20,20,4557136,0,0,0,0,0,0,0,0,0,20,20,4557136,0,0,0,0,0,0,0,0,0
11 16 201611,13,227,3,5,Pickens County                ,5,5,1137742,0,0,0,0,0,0,0,0,0,1,1,175000,0,0,0,0,0,0,0,0,0
11 16 201611,13,231,3,5,Pike County                   ,5,5,1114000,0,0,0,0,0,0,0,0,0,5,5,1114000,0,0,0,0,0,0,0,0,0
11 16 201611,13,235,3,5,Pulaski County                ,1,1,68000,0,0,0,0,0,0,0,0,0,1,1,68000,0,0,0,0,0,0,0,0,0
11 16 201611,13,245,3,5,Richmond County               ,17,17,2496026,0,0,0,0,0,0,0,0,0,17,17,2496026,0,0,0,0,0,0,0,0,0
11 16 201611,13,247,3,5,Rockdale County               ,10,10,2278568,0,0,0,0,0,0,0,0,0,10,10,2278568,0,0,0,0,0,0,0,0,0
11 16 201611,13,255,3,5,Spalding County               ,10,10,1100377,0,0,0,0,0,0,0,0,0,10,10,1100377,0,0,0,0,0,0,0,0,0
11 16 201611,13,275,3,5,Thomas County                 ,4,4,768095,0,0,0,0,0,0,0,0,0,2,2,347574,0,0,0,0,0,0,0,0,0
11 16 201611,13,291,3,5,Union County                  ,10,10,3050444,0,0,0,0,0,0,0,0,0,10,10,3050444,0,0,0,0,0,0,0,0,0
11 16 201611,15,001,4,9,Hawaii County                 ,84,84,33788181,0,0,0,0,0,0,0,0,0,84,84,33788181,0,0,0,0,0,0,0,0,0
11 16 201611,15,003,4,9,Honolulu County               ,51,51,16309381,0,0,0,0,0,0,0,0,0,51,51,16309381,0,0,0,0,0,0,0,0,0
11 16 201611,15,007,4,9,Kauai County                  ,19,19,11849611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,15,009,4,9,Maui County                   ,20,20,5470642,2,4,716390,6,24,3744358,15,120,17450040,20,20,5470642,2,4,716390,6,24,3744358,15,120,17450040
11 16 201611,16,001,4,8,Ada County                    ,298,298,77411812,1,2,412772,16,64,6354347,4,28,1758303,298,298,77411812,1,2,412772,16,64,6354347,4,28,1758303
11 16 201611,16,015,4,8,Boise County                  ,3,3,452072,0,0,0,0,0,0,0,0,0,3,3,452072,0,0,0,0,0,0,0,0,0
11 16 201611,16,027,4,8,Canyon County                 ,136,136,21562581,0,0,0,0,0,0,0,0,0,135,135,21367828,0,0,0,0,0,0,0,0,0
11 16 201611,16,045,4,8,Gem County                    ,5,5,694334,0,0,0,0,0,0,0,0,0,4,4,589000,0,0,0,0,0,0,0,0,0
11 16 201611,16,073,4,8,Owyhee County                 ,1,1,183415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,17,005,2,3,Bond County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,17,013,2,3,Calhoun County                ,1,1,197602,0,0,0,0,0,0,0,0,0,1,1,197602,0,0,0,0,0,0,0,0,0
11 16 201611,17,031,2,3,Cook County                   ,135,135,43187773,6,12,3107200,20,66,19593660,9,244,21795627,122,122,38832093,5,10,2759400,20,66,19593660,7,221,19196921
11 16 201611,17,037,2,3,DeKalb County                 ,6,6,1170000,0,0,0,0,0,0,0,0,0,5,5,941000,0,0,0,0,0,0,0,0,0
11 16 201611,17,039,2,3,De Witt County                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,17,043,2,3,DuPage County                 ,93,93,39955163,0,0,0,3,12,1881845,3,19,3800000,87,87,37284611,0,0,0,3,12,1881845,3,19,3800000
11 16 201611,17,063,2,3,Grundy County                 ,3,3,641674,0,0,0,0,0,0,1,9,461538,2,2,481125,0,0,0,0,0,0,0,0,0
11 16 201611,17,083,2,3,Jersey County                 ,2,2,354807,0,0,0,0,0,0,0,0,0,1,1,199198,0,0,0,0,0,0,0,0,0
11 16 201611,17,093,2,3,Kendall County                ,23,23,4204475,1,2,75000,0,0,0,0,0,0,23,23,4204475,1,2,75000,0,0,0,0,0,0
11 16 201611,17,097,2,3,Lake County                   ,67,67,17869242,1,2,236880,0,0,0,0,0,0,45,45,10058080,0,0,0,0,0,0,0,0,0
11 16 201611,17,111,2,3,McHenry County                ,14,14,3639328,0,0,0,4,16,1280000,0,0,0,10,10,3270782,0,0,0,4,16,1280000,0,0,0
11 16 201611,17,119,2,3,Madison County                ,32,32,10213667,0,0,0,0,0,0,0,0,0,31,31,9994587,0,0,0,0,0,0,0,0,0
11 16 201611,17,133,2,3,Monroe County                 ,9,9,2164648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11 16 201611,17,197,2,3,Will County                   ,88,88,21267535,0,0,0,0,0,0,0,0,0,75,75,18922290,0,0,0,0,0,0,0,0,0
11 16 201611,18,003,2,3,Allen County                  ,67,67,16032745,0,0,0,0,0,0,0,0,0,67,67,16032745,0,0,0,0,0,0,0,0,0
11 16 201611,18,011,2,3,Boone County                  ,36,36,12108542,3,6,1553600,0,0,0,0,0,0,36,36,12108542,3,6,1553600,0,0,0,0,0,0
11 16 201611,18,013,2,3,Brown County                  ,3,3,762406,0,0,0,0,0,0,0,0,0,3,3,762406,0,0,0,0,0,0,0,0,0
11 16 201611,18,019,2,3,Clark County                  ,45,45,8364554,0,0,0,0,0,0,1,51,4500000,42,42,7946697,0,0,0,0,0,0,1,51,4500000
11 16 201611,18,047,2,3,Franklin County               ,2,2,595000,0,0,0,0,0,0,0,0,0,2,2,595000,0,0,0,0,0,0,0,0,0
11 16 201611,18,057,2,3,Hamilton County               ,173,173,61813005,0,0,0,1,4,430035,1,6,686700,173,173,61813005,0,0,0,1,4,430035,1,6,686700
11 16 201611,18,059,2,3,Hancock County                ,35,35,6955898,0,0,0,0,0,0,0,0,0,35,35,6955898,0,0,0,0,0,0,0,0,0
